journee,equipe,date,url,aic,points,classement,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38
9,Bastia,Oct 4 2015,http://www.lfp.fr/club/sc-bastia,56,10,14,5,5,4,5,6,7,18,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
10,Bastia,Oct 18 2015,http://www.lfp.fr/club/sc-bastia,57,10,15,5,5,4,5,6,7,19,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
11,Bastia,Oct 25 2015,http://www.lfp.fr/club/sc-bastia,58,10,16,5,5,4,5,6,7,19,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
12,Bastia,Nov 1 2015,http://www.lfp.fr/club/sc-bastia,63,13,15,5,5,4,5,6,7,20,15,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,Bastia,Nov 8 2015,http://www.lfp.fr/club/sc-bastia,63,14,15,5,5,4,5,6,7,20,16,18,18,18,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
14,Bastia,Nov 22 2015,http://www.lfp.fr/club/sc-bastia,64,14,18,5,5,4,5,6,7,20,17,18,18,18,17,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15,Bastia,Nov 29 2015,http://www.lfp.fr/club/sc-bastia,65,15,17,5,5,4,5,6,7,20,17,19,19,19,17,17,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
16,Bastia,Dec 3 2015,http://www.lfp.fr/club/sc-bastia,67,18,16,5,5,4,5,6,7,20,18,19,19,19,18,17,19,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
17,Bastia,Dec 6 2015,http://www.lfp.fr/club/sc-bastia,68,18,18,5,5,4,5,6,7,20,18,19,19,19,18,18,19,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,Bastia,Dec 13 2015,http://www.lfp.fr/club/sc-bastia,69,19,17,5,5,4,5,6,7,20,19,19,19,19,18,18,19,18,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
19,Bastia,Dec 20 2015,http://www.lfp.fr/club/sc-bastia,0,22,16,5,5,4,5,6,7,20,19,20,19,19,19,18,19,19,18,19,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
20,Bastia,Jan 10 2016,http://www.lfp.fr/club/sc-bastia,6,22,16,5,5,4,5,6,7,20,19,20,20,20,19,19,20,19,18,19,18,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
21,Bastia,Jan 17 2016,http://www.lfp.fr/club/sc-bastia,7,25,15,5,5,4,5,6,7,20,19,20,20,20,19,19,20,19,18,19,18,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22,Bastia,Jan 24 2016,http://www.lfp.fr/club/sc-bastia,11,25,15,5,5,4,5,6,7,20,19,20,20,20,19,19,20,19,19,19,19,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
23,Bastia,Jan 31 2016,http://www.lfp.fr/club/sc-bastia,11,28,13,5,5,4,5,6,7,20,19,20,20,20,19,19,20,19,19,19,19,18,17,16,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
24,Bastia,Feb 4 2016,http://www.lfp.fr/club/sc-bastia,12,28,15,5,5,4,5,6,7,20,20,20,20,20,20,19,20,20,19,20,19,18,18,16,16,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
25,Bastia,Feb 7 2016,http://www.lfp.fr/club/sc-bastia,13,31,14,5,5,4,5,6,7,20,20,20,20,20,20,19,20,20,19,20,19,18,18,17,16,14,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14
26,Bastia,Feb 14 2016,http://www.lfp.fr/club/sc-bastia,13,34,12,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,19,20,19,19,18,17,17,14,16,15,12,12,12,12,12,12,12,12,12,12,12,12,12
27,Bastia,Feb 21 2016,http://www.lfp.fr/club/sc-bastia,16,35,12,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,19,20,19,19,18,17,17,15,16,15,13,12,12,12,12,12,12,12,12,12,12,12,12
28,Bastia,Feb 28 2016,http://www.lfp.fr/club/sc-bastia,19,38,10,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,19,20,19,19,19,18,17,15,17,15,13,13,10,10,10,10,10,10,10,10,10,10,10
29,Bastia,Mar 6 2016,http://www.lfp.fr/club/sc-bastia,20,39,10,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,20,20,20,19,19,18,18,15,17,16,13,13,11,10,10,10,10,10,10,10,10,10,10
30,Bastia,Mar 13 2016,http://www.lfp.fr/club/sc-bastia,21,39,13,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,20,20,20,19,19,18,18,16,17,16,14,13,11,11,13,13,13,13,13,13,13,13,13
31,Bastia,Mar 20 2016,http://www.lfp.fr/club/sc-bastia,23,40,11,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,20,20,20,19,19,18,18,16,17,16,14,14,11,11,14,11,11,11,11,11,11,11,11
32,Bastia,Apr 3 2016,http://www.lfp.fr/club/sc-bastia,24,43,11,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,18,16,18,17,14,14,11,11,14,12,11,11,11,11,11,11,11
33,Bastia,Apr 10 2016,http://www.lfp.fr/club/sc-bastia,30,43,11,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,18,17,18,17,15,14,12,11,14,12,12,11,11,11,11,11,11
34,Bastia,Apr 17 2016,http://www.lfp.fr/club/sc-bastia,31,43,12,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,17,18,17,15,14,12,12,14,12,12,12,12,12,12,12,12
35,Bastia,Apr 24 2016,http://www.lfp.fr/club/sc-bastia,32,43,15,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,17,18,17,15,15,12,12,15,12,12,12,12,15,15,15,15
36,Bastia,May 1 2016,http://www.lfp.fr/club/sc-bastia,34,44,14,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,17,18,17,15,15,12,12,15,12,12,12,12,15,14,14,14
37,Bastia,May 8 2016,http://www.lfp.fr/club/sc-bastia,34,47,14,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,18,19,18,16,15,13,12,15,12,12,12,12,15,14,14,14
38,Bastia,May 15 2016,http://www.lfp.fr/club/sc-bastia,31,50,10,5,5,4,5,6,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,18,19,18,16,15,13,13,16,12,12,12,12,14,14,14,10
1,Caen,Aug 9 2015,http://www.lfp.fr/club/sm-caen,33,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2,Caen,Aug 16 2015,http://www.lfp.fr/club/sm-caen,34,6,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,Caen,Aug 23 2015,http://www.lfp.fr/club/sm-caen,34,6,6,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,Caen,Aug 30 2015,http://www.lfp.fr/club/sm-caen,35,6,9,7,5,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
5,Caen,Sep 13 2015,http://www.lfp.fr/club/sm-caen,37,9,5,7,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,Caen,Sep 20 2015,http://www.lfp.fr/club/sm-caen,41,12,4,7,5,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,Caen,Sep 24 2015,http://www.lfp.fr/club/sm-caen,41,12,7,7,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,Caen,Sep 27 2015,http://www.lfp.fr/club/sm-caen,41,15,6,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,Caen,Oct 4 2015,http://www.lfp.fr/club/sm-caen,43,18,3,7,5,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10,Caen,Oct 18 2015,http://www.lfp.fr/club/sm-caen,43,21,3,7,5,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
11,Caen,Oct 25 2015,http://www.lfp.fr/club/sm-caen,44,21,3,7,5,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12,Caen,Nov 1 2015,http://www.lfp.fr/club/sm-caen,46,21,5,7,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,Caen,Nov 8 2015,http://www.lfp.fr/club/sm-caen,51,24,3,7,5,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
14,Caen,Nov 22 2015,http://www.lfp.fr/club/sm-caen,52,25,3,7,5,6,6,6,6,6,6,6,6,6,6,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
15,Caen,Nov 29 2015,http://www.lfp.fr/club/sm-caen,52,28,2,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16,Caen,Dec 3 2015,http://www.lfp.fr/club/sm-caen,53,29,2,7,5,6,6,6,6,6,6,6,6,6,6,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17,Caen,Dec 6 2015,http://www.lfp.fr/club/sm-caen,54,29,3,7,5,6,6,6,6,6,6,6,6,6,6,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
18,Caen,Dec 13 2015,http://www.lfp.fr/club/sm-caen,0,30,4,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19,Caen,Dec 20 2015,http://www.lfp.fr/club/sm-caen,4,30,4,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20,Caen,Jan 10 2016,http://www.lfp.fr/club/sm-caen,10,30,5,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,Caen,Jan 17 2016,http://www.lfp.fr/club/sm-caen,12,30,7,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,3,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
22,Caen,Jan 24 2016,http://www.lfp.fr/club/sm-caen,13,33,7,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,3,4,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
23,Caen,Jan 31 2016,http://www.lfp.fr/club/sm-caen,14,36,5,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,3,4,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
24,Caen,Feb 4 2016,http://www.lfp.fr/club/sm-caen,16,36,6,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,3,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
25,Caen,Feb 7 2016,http://www.lfp.fr/club/sm-caen,16,36,8,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,3,4,4,5,5,5,5,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8
26,Caen,Feb 14 2016,http://www.lfp.fr/club/sm-caen,19,36,10,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,3,4,4,5,5,5,5,5,7,10,10,10,10,10,10,10,10,10,10,10,10,10
27,Caen,Feb 21 2016,http://www.lfp.fr/club/sm-caen,26,39,7,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,3,4,4,5,5,5,5,5,5,9,7,7,7,7,7,7,7,7,7,7,7,7
28,Caen,Feb 28 2016,http://www.lfp.fr/club/sm-caen,28,42,4,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,3,4,4,5,5,5,5,5,5,7,6,4,4,4,4,4,4,4,4,4,4,4
29,Caen,Mar 6 2016,http://www.lfp.fr/club/sm-caen,29,43,6,7,5,6,6,6,6,6,6,6,6,6,6,5,5,2,2,3,4,4,5,5,5,5,5,5,7,6,5,6,6,6,6,6,6,6,6,6,6
30,Caen,Mar 13 2016,http://www.lfp.fr/club/sm-caen,30,43,7,7,5,6,6,6,6,6,6,6,6,6,6,5,5,1,2,3,4,4,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7
31,Caen,Mar 20 2016,http://www.lfp.fr/club/sm-caen,28,46,6,7,5,6,6,6,6,6,6,6,6,6,6,5,5,1,2,2,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6
32,Caen,Apr 3 2016,http://www.lfp.fr/club/sm-caen,29,46,8,7,5,6,6,6,6,6,6,6,6,6,6,5,5,1,1,2,4,4,5,5,5,5,5,5,6,6,6,6,6,6,8,8,8,8,8,8,8
33,Caen,Apr 10 2016,http://www.lfp.fr/club/sm-caen,36,46,9,7,5,6,6,6,6,6,6,6,6,6,6,5,5,1,1,2,4,4,5,5,5,5,5,5,6,6,6,6,6,6,7,9,9,9,9,9,9
34,Caen,Apr 17 2016,http://www.lfp.fr/club/sm-caen,37,46,9,7,5,6,6,6,6,6,6,6,6,6,6,5,5,1,1,2,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,10,9,9,9,9,9
35,Caen,Apr 24 2016,http://www.lfp.fr/club/sm-caen,37,47,9,7,5,6,6,6,6,6,6,6,6,6,6,5,5,1,1,2,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,10,10,9,9,9,9
36,Caen,May 1 2016,http://www.lfp.fr/club/sm-caen,39,48,10,7,5,6,6,6,6,6,6,6,6,6,6,5,5,1,1,2,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,10,10,10,10,10,10
37,Caen,May 8 2016,http://www.lfp.fr/club/sm-caen,43,51,8,7,5,6,6,6,6,6,6,6,6,6,6,5,5,1,1,2,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,10,10,10,11,8,8
38,Caen,May 15 2016,http://www.lfp.fr/club/sm-caen,44,54,7,7,5,6,6,6,6,6,6,6,6,6,6,5,5,1,1,2,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,10,10,10,11,9,7
1,Reims,Aug 9 2015,http://www.lfp.fr/club/stade-de-reims,41,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,Reims,Aug 16 2015,http://www.lfp.fr/club/stade-de-reims,42,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,Reims,Aug 23 2015,http://www.lfp.fr/club/stade-de-reims,48,6,7,4,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
4,Reims,Aug 30 2015,http://www.lfp.fr/club/stade-de-reims,43,9,2,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,Reims,Sep 13 2015,http://www.lfp.fr/club/stade-de-reims,44,10,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,Reims,Sep 20 2015,http://www.lfp.fr/club/stade-de-reims,44,11,5,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,Reims,Sep 24 2015,http://www.lfp.fr/club/stade-de-reims,45,12,5,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,Reims,Sep 27 2015,http://www.lfp.fr/club/stade-de-reims,47,15,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9,Reims,Oct 4 2015,http://www.lfp.fr/club/stade-de-reims,47,15,7,4,3,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
10,Reims,Oct 18 2015,http://www.lfp.fr/club/stade-de-reims,48,15,9,4,3,4,4,4,4,4,4,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
11,Reims,Oct 25 2015,http://www.lfp.fr/club/stade-de-reims,48,15,11,4,3,4,4,4,4,4,4,5,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,Reims,Nov 1 2015,http://www.lfp.fr/club/stade-de-reims,49,15,13,4,3,4,4,4,4,4,4,5,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,Reims,Nov 8 2015,http://www.lfp.fr/club/stade-de-reims,49,15,14,4,3,4,4,4,4,4,4,5,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,Reims,Nov 22 2015,http://www.lfp.fr/club/stade-de-reims,50,15,15,4,3,4,4,4,4,4,4,5,13,14,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,Reims,Nov 29 2015,http://www.lfp.fr/club/stade-de-reims,50,16,15,4,3,4,4,4,4,4,4,5,13,15,16,14,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,Reims,Dec 3 2015,http://www.lfp.fr/club/stade-de-reims,56,19,12,4,3,4,4,4,4,4,4,5,14,15,16,14,17,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
17,Reims,Dec 6 2015,http://www.lfp.fr/club/stade-de-reims,0,20,14,4,3,4,4,4,4,4,4,5,15,16,17,14,17,17,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
18,Reims,Dec 13 2015,http://www.lfp.fr/club/stade-de-reims,6,21,15,4,3,4,4,4,4,4,4,5,15,17,18,14,18,17,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
19,Reims,Dec 20 2015,http://www.lfp.fr/club/stade-de-reims,7,21,17,4,3,4,4,4,4,4,4,5,16,17,18,14,18,18,14,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
20,Reims,Jan 10 2016,http://www.lfp.fr/club/stade-de-reims,11,21,17,4,3,4,4,4,4,4,4,5,17,18,18,14,19,18,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
21,Reims,Jan 17 2016,http://www.lfp.fr/club/stade-de-reims,14,22,17,4,3,4,4,4,4,4,4,5,17,18,19,14,19,19,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
22,Reims,Jan 24 2016,http://www.lfp.fr/club/stade-de-reims,14,23,17,4,3,4,4,4,4,4,4,5,17,18,19,14,19,19,16,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
23,Reims,Jan 31 2016,http://www.lfp.fr/club/stade-de-reims,15,23,18,4,3,4,4,4,4,4,4,5,18,19,19,14,19,19,16,17,17,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
24,Reims,Feb 4 2016,http://www.lfp.fr/club/stade-de-reims,16,26,16,4,3,4,4,4,4,4,4,5,18,19,19,14,19,19,17,18,18,18,17,17,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
25,Reims,Feb 7 2016,http://www.lfp.fr/club/stade-de-reims,20,29,16,4,3,4,4,4,4,4,4,5,18,19,19,14,20,19,17,18,18,19,17,17,18,19,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16
26,Reims,Feb 14 2016,http://www.lfp.fr/club/stade-de-reims,20,29,17,4,3,4,4,4,4,4,4,5,19,19,20,14,20,20,17,18,18,19,17,17,19,19,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17
27,Reims,Feb 21 2016,http://www.lfp.fr/club/stade-de-reims,23,29,17,4,3,4,4,4,4,4,4,5,19,19,20,14,20,20,18,18,18,19,17,17,19,19,17,18,18,17,17,17,17,17,17,17,17,17,17,17,17
28,Reims,Feb 28 2016,http://www.lfp.fr/club/stade-de-reims,24,32,17,4,3,4,4,4,4,4,4,5,19,19,20,14,20,20,18,19,19,19,17,17,19,19,17,18,18,18,17,17,17,17,17,17,17,17,17,17,17
29,Reims,Mar 6 2016,http://www.lfp.fr/club/stade-de-reims,26,32,16,4,3,4,4,4,4,4,4,5,19,20,20,14,20,20,18,19,19,19,17,17,19,19,17,18,18,18,18,16,16,16,16,16,16,16,16,16,16
30,Reims,Mar 13 2016,http://www.lfp.fr/club/stade-de-reims,24,33,17,4,3,4,4,4,4,4,4,5,19,20,20,14,20,20,18,19,19,19,17,17,19,19,17,19,18,18,18,17,17,17,17,17,17,17,17,17,17
31,Reims,Mar 20 2016,http://www.lfp.fr/club/stade-de-reims,24,33,17,4,3,4,4,4,4,4,4,5,19,20,20,14,20,20,19,19,19,20,17,17,19,19,17,19,19,18,18,18,17,17,17,17,17,17,17,17,17
32,Reims,Apr 3 2016,http://www.lfp.fr/club/stade-de-reims,25,33,17,4,3,4,4,4,4,4,4,5,19,20,20,14,20,20,19,19,19,20,17,17,20,20,17,19,19,19,18,18,18,18,17,17,17,17,17,17,17
33,Reims,Apr 10 2016,http://www.lfp.fr/club/stade-de-reims,26,36,17,4,3,4,4,4,4,4,4,5,20,20,20,14,20,20,19,19,19,20,17,17,20,20,17,19,19,19,19,18,18,18,18,17,17,17,17,17,17
34,Reims,Apr 17 2016,http://www.lfp.fr/club/stade-de-reims,26,36,17,4,3,4,4,4,4,4,4,5,20,20,20,14,20,20,19,19,19,20,17,17,20,20,17,19,19,19,19,18,18,18,18,18,17,17,17,17,17
35,Reims,Apr 24 2016,http://www.lfp.fr/club/stade-de-reims,28,36,18,4,3,4,4,4,4,4,4,5,20,20,20,14,20,20,19,20,20,20,17,17,20,20,17,19,19,19,19,18,18,18,18,18,18,18,18,18,18
36,Reims,May 1 2016,http://www.lfp.fr/club/stade-de-reims,29,36,18,4,3,4,4,4,4,4,4,5,20,20,20,14,20,20,19,20,20,20,17,17,20,20,17,19,19,19,19,19,19,18,18,18,18,18,18,18,18
37,Reims,May 8 2016,http://www.lfp.fr/club/stade-de-reims,30,36,19,4,3,4,4,4,4,4,4,5,20,20,20,14,20,20,19,20,20,20,17,17,20,20,17,19,19,19,19,19,19,19,18,18,18,18,18,19,19
38,Reims,May 15 2016,http://www.lfp.fr/club/stade-de-reims,33,39,18,4,3,4,4,4,4,4,4,5,20,20,20,14,20,20,19,20,20,20,17,17,20,20,17,20,19,19,19,19,19,19,19,18,18,18,18,19,18
1,Rennes,Aug 9 2015,http://www.lfp.fr/club/stade-rennais-fc,35,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,Rennes,Aug 16 2015,http://www.lfp.fr/club/stade-rennais-fc,35,3,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,Rennes,Aug 23 2015,http://www.lfp.fr/club/stade-rennais-fc,36,6,5,6,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,Rennes,Aug 30 2015,http://www.lfp.fr/club/stade-rennais-fc,37,9,3,6,8,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5,Rennes,Sep 13 2015,http://www.lfp.fr/club/stade-rennais-fc,37,12,2,6,8,7,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6,Rennes,Sep 20 2015,http://www.lfp.fr/club/stade-rennais-fc,39,13,2,6,8,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,Rennes,Sep 24 2015,http://www.lfp.fr/club/stade-rennais-fc,42,14,3,6,8,7,6,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,Rennes,Sep 27 2015,http://www.lfp.fr/club/stade-rennais-fc,42,15,3,6,8,7,6,5,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9,Rennes,Oct 4 2015,http://www.lfp.fr/club/stade-rennais-fc,42,16,4,6,8,7,6,5,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10,Rennes,Oct 18 2015,http://www.lfp.fr/club/stade-rennais-fc,42,16,7,6,8,7,6,5,2,3,3,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
11,Rennes,Oct 25 2015,http://www.lfp.fr/club/stade-rennais-fc,43,17,8,6,8,7,6,5,2,3,3,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
