journee,equipe,date,url,aic,points,classement,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38
5,Lille,Sep 13 2015,http://www.lfp.fr/club/losc,38,6,13,19,18,18,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
6,Lille,Sep 20 2015,http://www.lfp.fr/club/losc,42,7,14,19,18,18,17,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
7,Lille,Sep 24 2015,http://www.lfp.fr/club/losc,42,7,14,19,18,18,17,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
8,Lille,Sep 27 2015,http://www.lfp.fr/club/losc,43,7,16,19,18,18,17,16,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
9,Lille,Oct 4 2015,http://www.lfp.fr/club/losc,43,10,13,19,18,18,17,16,13,14,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
10,Lille,Oct 18 2015,http://www.lfp.fr/club/losc,46,11,13,19,18,18,17,16,13,14,16,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
11,Lille,Oct 25 2015,http://www.lfp.fr/club/losc,46,11,15,19,18,18,17,16,13,13,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
12,Lille,Nov 1 2015,http://www.lfp.fr/club/losc,47,12,16,19,18,18,17,16,13,13,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
13,Lille,Nov 8 2015,http://www.lfp.fr/club/losc,48,13,16,19,18,18,17,16,12,13,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
14,Lille,Nov 22 2015,http://www.lfp.fr/club/losc,48,14,17,19,18,18,17,16,12,13,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
15,Lille,Nov 29 2015,http://www.lfp.fr/club/losc,49,14,18,19,18,18,17,16,12,13,16,16,16,16,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
16,Lille,Dec 3 2015,http://www.lfp.fr/club/losc,51,17,18,19,18,18,17,16,12,12,16,16,16,16,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
17,Lille,Dec 6 2015,http://www.lfp.fr/club/losc,52,20,13,19,18,18,17,16,12,12,16,16,16,16,16,16,16,17,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
18,Lille,Dec 13 2015,http://www.lfp.fr/club/losc,57,23,11,19,18,18,17,16,12,12,16,16,16,16,16,16,16,17,18,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
19,Lille,Dec 20 2015,http://www.lfp.fr/club/losc,58,24,11,19,18,18,17,16,12,12,16,16,16,16,16,16,16,17,17,15,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
20,Lille,Jan 10 2016,http://www.lfp.fr/club/losc,57,25,13,19,18,18,17,16,11,12,16,16,16,16,16,16,16,17,17,16,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
21,Lille,Jan 17 2016,http://www.lfp.fr/club/losc,57,25,14,19,18,18,17,16,11,12,16,16,16,16,16,16,16,17,17,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
22,Lille,Jan 24 2016,http://www.lfp.fr/club/losc,58,25,14,19,18,18,17,16,11,12,16,16,16,16,16,16,16,17,17,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
23,Lille,Jan 31 2016,http://www.lfp.fr/club/losc,59,26,15,19,18,18,17,16,11,12,16,16,16,16,16,16,16,17,17,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24,Lille,Feb 4 2016,http://www.lfp.fr/club/losc,59,29,14,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,15,15,15,15,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
25,Lille,Feb 7 2016,http://www.lfp.fr/club/losc,60,30,15,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,15,16,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,Lille,Feb 14 2016,http://www.lfp.fr/club/losc,0,31,13,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,15,16,13,13,13,13,13,13,13,13,13,13,13,13,13
27,Lille,Feb 21 2016,http://www.lfp.fr/club/losc,6,34,13,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,15,16,14,13,13,13,13,13,13,13,13,13,13,13,13
28,Lille,Feb 28 2016,http://www.lfp.fr/club/losc,7,34,15,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,15,16,15,14,15,15,15,15,15,15,15,15,15,15,15
29,Lille,Mar 6 2016,http://www.lfp.fr/club/losc,8,37,14,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,15,16,15,15,16,14,14,14,14,14,14,14,14,14,14
30,Lille,Mar 13 2016,http://www.lfp.fr/club/losc,6,40,9,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,9,9,9,9,9,9,9,9,9
31,Lille,Mar 20 2016,http://www.lfp.fr/club/losc,9,43,9,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,11,9,9,9,9,9,9,9,9
32,Lille,Apr 3 2016,http://www.lfp.fr/club/losc,15,46,7,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,13,12,7,7,7,7,7,7,7
33,Lille,Apr 10 2016,http://www.lfp.fr/club/losc,18,49,7,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,14,13,8,7,7,7,7,7,7
34,Lille,Apr 17 2016,http://www.lfp.fr/club/losc,19,52,6,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,15,14,8,8,6,6,6,6,6
35,Lille,Apr 24 2016,http://www.lfp.fr/club/losc,20,53,6,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,8,8,7,6,6,6,6
36,Lille,May 1 2016,http://www.lfp.fr/club/losc,21,56,6,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,8,8,7,7,6,6,6
37,Lille,May 8 2016,http://www.lfp.fr/club/losc,22,57,6,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,8,8,7,7,7,6,6
38,Lille,May 15 2016,http://www.lfp.fr/club/losc,24,60,5,19,18,18,17,16,11,11,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,8,8,7,7,7,7,5
1,Montpellier,Aug 9 2015,http://www.lfp.fr/club/montpellier-herault-sc,25,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2,Montpellier,Aug 16 2015,http://www.lfp.fr/club/montpellier-herault-sc,27,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
3,Montpellier,Aug 23 2015,http://www.lfp.fr/club/montpellier-herault-sc,28,0,19,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
4,Montpellier,Aug 30 2015,http://www.lfp.fr/club/montpellier-herault-sc,30,1,19,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
5,Montpellier,Sep 13 2015,http://www.lfp.fr/club/montpellier-herault-sc,32,1,19,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
6,Montpellier,Sep 20 2015,http://www.lfp.fr/club/montpellier-herault-sc,33,1,19,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
7,Montpellier,Sep 24 2015,http://www.lfp.fr/club/montpellier-herault-sc,32,1,20,20,20,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
8,Montpellier,Sep 27 2015,http://www.lfp.fr/club/montpellier-herault-sc,37,4,18,20,20,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
9,Montpellier,Oct 4 2015,http://www.lfp.fr/club/montpellier-herault-sc,38,4,18,20,20,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
10,Montpellier,Oct 18 2015,http://www.lfp.fr/club/montpellier-herault-sc,40,5,18,20,20,19,19,19,18,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11,Montpellier,Oct 25 2015,http://www.lfp.fr/club/montpellier-herault-sc,41,8,17,20,20,19,19,19,18,19,19,19,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
12,Montpellier,Nov 1 2015,http://www.lfp.fr/club/montpellier-herault-sc,43,9,17,20,20,19,19,19,18,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
13,Montpellier,Nov 8 2015,http://www.lfp.fr/club/montpellier-herault-sc,44,12,17,20,20,19,19,19,18,19,19,19,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
14,Montpellier,Nov 22 2015,http://www.lfp.fr/club/montpellier-herault-sc,44,15,14,20,20,19,19,19,17,19,19,19,17,15,16,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
15,Montpellier,Nov 29 2015,http://www.lfp.fr/club/montpellier-herault-sc,45,18,13,20,20,19,19,19,17,19,19,19,16,15,16,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
16,Montpellier,Dec 3 2015,http://www.lfp.fr/club/montpellier-herault-sc,46,18,15,20,20,19,19,19,17,19,19,19,16,14,15,16,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,Montpellier,Dec 6 2015,http://www.lfp.fr/club/montpellier-herault-sc,47,19,16,20,20,19,19,19,16,19,19,19,15,13,14,15,11,11,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
18,Montpellier,Dec 13 2015,http://www.lfp.fr/club/montpellier-herault-sc,47,22,13,20,20,19,19,19,16,19,19,19,14,12,14,15,10,10,14,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
19,Montpellier,Dec 20 2015,http://www.lfp.fr/club/montpellier-herault-sc,48,22,15,20,20,19,19,19,15,19,19,19,14,11,13,14,9,9,13,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
20,Montpellier,Jan 10 2016,http://www.lfp.fr/club/montpellier-herault-sc,48,22,15,20,20,19,19,19,15,19,19,19,13,10,12,13,8,8,12,15,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
21,Montpellier,Jan 17 2016,http://www.lfp.fr/club/montpellier-herault-sc,52,22,16,20,20,19,19,19,14,19,19,19,12,10,11,13,7,7,12,14,11,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
22,Montpellier,Jan 24 2016,http://www.lfp.fr/club/montpellier-herault-sc,52,22,18,20,20,19,19,19,13,19,19,19,12,9,10,12,7,6,11,14,10,14,14,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
23,Montpellier,Jan 31 2016,http://www.lfp.fr/club/montpellier-herault-sc,53,25,17,20,20,19,19,19,13,19,19,19,11,8,10,11,6,6,10,13,9,13,14,14,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
24,Montpellier,Feb 4 2016,http://www.lfp.fr/club/montpellier-herault-sc,0,25,18,20,20,19,19,19,12,19,19,19,10,7,9,10,5,5,9,12,8,12,13,14,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
25,Montpellier,Feb 7 2016,http://www.lfp.fr/club/montpellier-herault-sc,6,26,18,20,20,19,19,19,12,19,19,19,9,6,8,10,4,4,8,12,8,12,12,13,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
26,Montpellier,Feb 14 2016,http://www.lfp.fr/club/montpellier-herault-sc,12,29,16,20,20,19,19,19,11,19,19,19,9,6,7,9,4,4,8,11,7,11,12,12,18,16,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16
27,Montpellier,Feb 21 2016,http://www.lfp.fr/club/montpellier-herault-sc,11,32,15,20,20,19,19,19,10,19,19,19,8,5,7,8,3,3,7,10,6,10,11,12,17,16,18,18,16,15,15,15,15,15,15,15,15,15,15,15,15
28,Montpellier,Feb 28 2016,http://www.lfp.fr/club/montpellier-herault-sc,13,35,14,20,20,19,19,19,9,19,19,19,7,4,6,7,3,3,6,10,5,10,11,11,17,16,18,18,16,15,14,14,14,14,14,14,14,14,14,14,14
29,Montpellier,Mar 6 2016,http://www.lfp.fr/club/montpellier-herault-sc,15,36,15,20,20,19,19,19,9,19,19,19,6,4,5,7,3,3,6,9,5,9,10,11,17,16,17,18,15,15,14,15,15,15,15,15,15,15,15,15,15
30,Montpellier,Mar 13 2016,http://www.lfp.fr/club/montpellier-herault-sc,18,36,15,20,20,19,19,19,8,19,19,19,6,3,5,6,2,2,5,8,4,8,9,10,17,15,17,18,15,14,13,15,15,15,15,15,15,15,15,15,15
31,Montpellier,Mar 20 2016,http://www.lfp.fr/club/montpellier-herault-sc,21,36,16,20,20,19,19,19,8,19,19,19,5,3,4,6,2,2,5,8,4,8,9,9,17,15,17,17,15,14,13,15,15,16,16,16,16,16,16,16,16
32,Montpellier,Apr 3 2016,http://www.lfp.fr/club/montpellier-herault-sc,20,37,16,20,20,19,19,19,7,19,19,19,5,3,4,5,2,2,4,7,3,7,8,9,17,15,17,17,14,13,13,14,15,16,16,16,16,16,16,16,16
33,Montpellier,Apr 10 2016,http://www.lfp.fr/club/montpellier-herault-sc,22,37,16,20,20,19,19,19,6,19,19,19,4,2,3,5,2,2,4,7,3,7,7,8,16,14,17,17,14,13,12,14,14,16,16,16,16,16,16,16,16
34,Montpellier,Apr 17 2016,http://www.lfp.fr/club/montpellier-herault-sc,24,40,16,20,20,19,19,19,6,19,19,19,4,2,3,4,2,2,3,6,3,6,7,8,16,14,17,17,14,12,12,13,14,15,16,16,16,16,16,16,16
35,Montpellier,Apr 24 2016,http://www.lfp.fr/club/montpellier-herault-sc,25,43,12,20,20,19,19,19,5,19,19,19,4,2,3,4,1,1,3,5,3,5,6,7,16,14,17,17,13,12,11,13,14,15,15,16,16,12,12,12,12
36,Montpellier,May 1 2016,http://www.lfp.fr/club/montpellier-herault-sc,27,46,12,20,20,19,19,19,5,19,19,19,3,2,2,3,1,1,3,5,2,5,6,7,16,13,16,17,13,11,11,13,13,15,15,16,16,12,12,12,12
37,Montpellier,May 8 2016,http://www.lfp.fr/club/montpellier-herault-sc,28,49,11,20,20,19,19,19,4,19,19,19,3,2,2,3,1,1,2,5,2,5,5,6,15,13,16,16,12,11,10,12,13,15,15,15,16,12,12,11,11
38,Montpellier,May 15 2016,http://www.lfp.fr/club/montpellier-herault-sc,30,49,12,20,20,19,19,19,4,19,19,19,3,2,2,3,1,1,2,4,2,4,5,6,15,12,16,16,12,11,10,12,12,14,15,15,15,11,12,11,12
1,Nice,Aug 9 2015,http://www.lfp.fr/club/ogc-nice,31,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,Nice,Aug 16 2015,http://www.lfp.fr/club/ogc-nice,33,1,13,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
3,Nice,Aug 23 2015,http://www.lfp.fr/club/ogc-nice,34,4,9,16,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4,Nice,Aug 30 2015,http://www.lfp.fr/club/ogc-nice,35,5,11,16,15,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
5,Nice,Sep 13 2015,http://www.lfp.fr/club/ogc-nice,35,5,15,16,15,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
6,Nice,Sep 20 2015,http://www.lfp.fr/club/ogc-nice,35,8,9,16,15,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7,Nice,Sep 24 2015,http://www.lfp.fr/club/ogc-nice,36,11,8,16,15,13,13,13,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,Nice,Sep 27 2015,http://www.lfp.fr/club/ogc-nice,37,14,7,16,15,13,13,13,13,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9,Nice,Oct 4 2015,http://www.lfp.fr/club/ogc-nice,38,14,8,16,15,13,13,13,13,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
10,Nice,Oct 18 2015,http://www.lfp.fr/club/ogc-nice,39,17,5,16,15,13,13,13,13,12,12,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11,Nice,Oct 25 2015,http://www.lfp.fr/club/ogc-nice,39,17,7,16,15,13,13,13,13,12,12,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
12,Nice,Nov 1 2015,http://www.lfp.fr/club/ogc-nice,40,18,8,16,15,13,13,13,13,12,12,6,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
13,Nice,Nov 8 2015,http://www.lfp.fr/club/ogc-nice,38,21,6,16,15,13,13,13,13,12,12,5,3,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
14,Nice,Nov 22 2015,http://www.lfp.fr/club/ogc-nice,39,24,4,16,15,13,13,13,13,12,12,4,3,5,7,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
15,Nice,Nov 29 2015,http://www.lfp.fr/club/ogc-nice,39,24,6,16,15,13,13,13,13,12,12,4,2,5,7,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
16,Nice,Dec 3 2015,http://www.lfp.fr/club/ogc-nice,40,25,5,16,15,13,13,13,13,12,12,3,2,4,6,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
17,Nice,Dec 6 2015,http://www.lfp.fr/club/ogc-nice,43,25,7,16,15,13,13,13,13,12,12,3,2,4,5,4,3,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
18,Nice,Dec 13 2015,http://www.lfp.fr/club/ogc-nice,43,26,5,16,15,13,13,13,13,12,12,3,2,3,5,4,3,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19,Nice,Dec 20 2015,http://www.lfp.fr/club/ogc-nice,44,29,5,16,15,13,13,13,13,12,12,2,2,3,4,3,3,5,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20,Nice,Jan 10 2016,http://www.lfp.fr/club/ogc-nice,41,30,4,16,15,13,13,13,13,12,12,2,1,3,4,3,2,4,4,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
21,Nice,Jan 17 2016,http://www.lfp.fr/club/ogc-nice,44,33,4,16,15,13,13,13,13,12,12,2,1,2,4,3,2,4,3,6,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
22,Nice,Jan 24 2016,http://www.lfp.fr/club/ogc-nice,45,36,3,16,15,13,13,13,13,12,12,2,1,2,3,2,2,3,3,5,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
23,Nice,Jan 31 2016,http://www.lfp.fr/club/ogc-nice,0,36,4,16,15,13,13,13,13,12,12,2,1,2,3,2,2,3,3,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
24,Nice,Feb 4 2016,http://www.lfp.fr/club/ogc-nice,8,39,3,16,15,13,13,13,13,12,12,1,1,2,3,2,2,3,3,4,3,4,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
25,Nice,Feb 7 2016,http://www.lfp.fr/club/ogc-nice,12,39,3,16,15,13,13,13,13,12,12,1,1,2,2,2,1,3,2,4,3,3,5,5,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
26,Nice,Feb 14 2016,http://www.lfp.fr/club/ogc-nice,14,40,3,16,15,13,13,13,13,12,12,1,1,1,2,2,1,2,2,4,3,3,5,5,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
27,Nice,Feb 21 2016,http://www.lfp.fr/club/ogc-nice,18,41,3,16,15,13,13,13,13,12,12,1,1,1,2,2,1,2,2,4,3,3,5,5,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
28,Nice,Feb 28 2016,http://www.lfp.fr/club/ogc-nice,20,41,5,16,15,13,13,13,13,12,12,1,1,1,2,1,1,2,2,3,2,3,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
29,Nice,Mar 6 2016,http://www.lfp.fr/club/ogc-nice,22,44,4,16,15,13,13,13,13,12,12,1,1,1,2,1,1,2,2,3,2,2,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
30,Nice,Mar 13 2016,http://www.lfp.fr/club/ogc-nice,24,47,3,16,15,13,13,13,13,12,12,1,1,1,2,1,1,2,2,3,2,2,5,5,4,5,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3
31,Nice,Mar 20 2016,http://www.lfp.fr/club/ogc-nice,25,50,3,16,15,13,13,13,13,12,12,1,1,1,2,1,1,2,2,3,2,2,5,5,4,5,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3
32,Nice,Apr 3 2016,http://www.lfp.fr/club/ogc-nice,27,50,5,16,15,13,13,13,13,12,12,1,1,1,1,1,1,2,1,2,2,2,5,5,4,5,4,4,4,4,3,4,3,4,5,5,5,5,5,5,5
33,Nice,Apr 10 2016,http://www.lfp.fr/club/ogc-nice,28,53,4,16,15,13,13,13,13,12,12,1,1,1,1,1,1,1,1,2,2,2,5,5,4,5,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4
34,Nice,Apr 17 2016,http://www.lfp.fr/club/ogc-nice,30,54,4,16,15,13,13,13,13,12,12,1,1,1,1,1,1,1,1,2,2,2,5,5,4,5,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4
35,Nice,Apr 24 2016,http://www.lfp.fr/club/ogc-nice,32,57,4,16,15,13,13,13,13,12,12,1,1,1,1,1,1,1,1,2,2,2,5,5,4,5,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4
36,Nice,May 1 2016,http://www.lfp.fr/club/ogc-nice,34,57,5,16,15,13,13,13,13,12,12,1,1,1,1,1,1,1,1,2,1,2,5,5,4,5,4,4,4,4,3,3,3,3,4,4,4,5,5,5,5
37,Nice,May 8 2016,http://www.lfp.fr/club/ogc-nice,36,60,4,16,15,13,13,13,13,12,12,1,1,1,1,1,1,1,1,2,1,2,5,5,4,5,4,4,4,4,2,3,3,3,3,4,4,4,5,4,4
38,Nice,May 15 2016,http://www.lfp.fr/club/ogc-nice,37,63,4,16,15,13,13,13,13,12,12,1,1,1,1,1,1,1,1,2,1,1,5,5,4,5,4,4,4,4,2,3,3,3,3,4,4,4,5,5,4
1,Marseille,Aug 9 2015,http://www.lfp.fr/club/olympique-de-marseille,36,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2,Marseille,Aug 16 2015,http://www.lfp.fr/club/olympique-de-marseille,37,0,19,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
3,Marseille,Aug 23 2015,http://www.lfp.fr/club/olympique-de-marseille,40,3,13,17,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
4,Marseille,Aug 30 2015,http://www.lfp.fr/club/olympique-de-marseille,41,3,15,17,18,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
5,Marseille,Sep 13 2015,http://www.lfp.fr/club/olympique-de-marseille,41,6,11,17,18,17,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6,Marseille,Sep 20 2015,http://www.lfp.fr/club/olympique-de-marseille,42,7,12,17,18,17,17,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7,Marseille,Sep 24 2015,http://www.lfp.fr/club/olympique-de-marseille,46,8,13,17,18,17,17,16,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
